fecha,zona,rff_real,rff_presupuesto,cpo_real,cpo_presupuesto,palmiste_real,palmiste_presupuesto,tea_real,tea_meta,almendra_real,almendra_presupuesto,kpo_real,kpo_presupuesto,extraccion_almendra,acidez,humedad,impurezas,inventario_cpo,tanque_1,tanque_2,tanque_3,tanque_4
2009-12-31,Codazzi,10671.0,10884.42,2263.0,2308.26,113.15,117.68,21.21,21.71,339.45,350.76,140.31,144.83,41.0,2.62,0.13,0.05,678.9,339.0,226.0,113.0,0
2010-01-31,Codazzi,10786.0,11001.72,2212.0,2256.24,110.6,115.02,20.51,21.01,331.8,342.86,137.14,141.57,41.0,2.55,0.12,0.05,663.6,332.0,221.0,111.0,0
2010-02-28,Codazzi,523.0,533.46,103.0,105.06,5.15,5.36,19.69,20.19,15.45,15.96,6.39,6.59,41.0,2.47,0.12,0.05,30.9,15.0,10.0,5.0,0
2010-03-31,Codazzi,8243.0,8407.86,1707.0,1741.14,85.35,88.76,20.71,21.21,256.05,264.58,105.83,109.25,41.0,2.57,0.12,0.05,512.1,256.0,171.0,85.0,0
2010-04-30,Codazzi,13528.0,13798.56,2858.0,2915.16,142.9,148.62,21.13,21.63,428.7,442.99,177.2,182.91,41.0,2.61,0.13,0.05,857.4,429.0,286.0,143.0,0
2010-05-31,Codazzi,12476.0,12725.52,2882.0,2939.64,144.1,149.86,23.1,23.6,432.3,446.71,178.68,184.45,41.0,2.81,0.14,0.06,864.6,432.0,288.0,144.0,0
2010-06-30,Codazzi,15272.0,15577.44,3422.0,3490.44,171.1,177.94,22.41,22.91,513.3,530.41,212.16,219.01,41.0,2.74,0.13,0.05,1026.6,513.0,342.0,171.0,0
2010-07-31,Codazzi,16293.0,16618.86,3470.0,3539.4,173.5,180.44,21.3,21.8,520.5,537.85,215.14,222.08,41.0,2.63,0.13,0.05,1041.0,520.0,347.0,174.0,0
2010-08-31,Codazzi,14626.0,14918.52,3090.0,3151.8,154.5,160.68,21.13,21.63,463.5,478.95,191.58,197.76,41.0,2.61,0.13,0.05,927.0,464.0,309.0,154.0,0
2010-09-30,Codazzi,14712.0,15006.24,3170.0,3233.4,158.5,164.84,21.55,22.05,475.5,491.35,196.54,202.88,41.0,2.65,0.13,0.05,951.0,476.0,317.0,158.0,0
2010-10-31,Codazzi,14615.0,14907.3,3130.0,3192.6,156.5,162.76,21.42,21.92,469.5,485.15,194.06,200.32,41.0,2.64,0.13,0.05,939.0,470.0,313.0,156.0,0
2010-11-30,Codazzi,11097.0,11318.94,2211.0,2255.22,110.55,114.97,19.92,20.42,331.65,342.7,137.08,141.5,41.0,2.49,0.12,0.05,663.3,332.0,221.0,111.0,0
2010-12-31,Codazzi,10165.0,10368.3,1948.0,1986.96,97.4,101.3,19.16,19.66,292.2,301.94,120.78,124.67,41.0,2.42,0.12,0.05,584.4,292.0,195.0,97.0,0
2011-01-31,Codazzi,16650.17,16983.17,3378.3,3445.86,168.91,175.67,20.29,20.79,506.74,523.64,209.45,216.21,41.0,2.53,0.12,0.05,1013.49,507.0,338.0,169.0,0
2011-02-28,Codazzi,15946.35,16265.28,3436.23,3504.95,171.81,178.68,21.55,22.05,515.43,532.62,213.05,219.92,41.0,2.65,0.13,0.05,1030.87,515.0,344.0,172.0,0
2011-03-31,Codazzi,19028.97,19409.55,3903.94,3982.02,195.2,203.0,20.52,21.02,585.59,605.11,242.04,249.85,41.0,2.55,0.12,0.05,1171.18,586.0,390.0,195.0,0
2011-04-30,Codazzi,16050.93,16371.95,3429.27,3497.85,171.46,178.32,21.36,21.86,514.39,531.54,212.61,219.47,41.0,2.64,0.13,0.05,1028.78,514.0,343.0,171.0,0
2011-05-31,Codazzi,19889.07,20286.86,4443.5,4532.37,222.17,231.06,22.34,22.84,666.52,688.74,275.5,284.38,41.0,2.73,0.13,0.05,1333.05,667.0,444.0,222.0,0
2011-06-30,Codazzi,17721.08,18075.5,4055.45,4136.56,202.77,210.88,22.88,23.38,608.32,628.59,251.44,259.55,41.0,2.79,0.13,0.06,1216.64,608.0,406.0,203.0,0
2011-07-31,Codazzi,20000.73,20400.74,4523.32,4613.79,226.17,235.21,22.62,23.12,678.5,701.11,280.45,289.49,41.0,2.76,0.13,0.06,1357.0,678.0,452.0,226.0,0
2011-08-31,Codazzi,21007.41,21427.56,4717.78,4812.14,235.89,245.32,22.46,22.96,707.67,731.26,292.5,301.94,41.0,2.75,0.13,0.05,1415.33,708.0,472.0,236.0,0
2011-09-30,Codazzi,21371.21,21798.64,4803.55,4899.62,240.18,249.78,22.48,22.98,720.53,744.55,297.82,307.43,41.0,2.75,0.13,0.05,1441.06,721.0,480.0,240.0,0
2011-10-31,Codazzi,19891.13,20288.95,4440.42,4529.23,222.02,230.9,22.32,22.82,666.06,688.27,275.31,284.19,41.0,2.73,0.13,0.05,1332.13,666.0,444.0,222.0,0
2011-11-30,Codazzi,16847.43,17184.38,3605.3,3677.4,180.26,187.48,21.4,21.9,540.79,558.82,223.53,230.74,41.0,2.64,0.13,0.05,1081.59,541.0,361.0,180.0,0
2011-12-31,Codazzi,12890.23,13148.03,3605.3,3677.4,180.26,187.48,27.97,28.47,540.79,558.82,223.53,230.74,41.0,3.3,0.16,0.07,1081.59,541.0,361.0,180.0,0
2012-01-31,Codazzi,16627.82,16960.38,3482.37,3552.01,174.12,181.08,20.94,21.44,522.36,539.77,215.91,222.87,41.0,2.59,0.12,0.05,1044.71,522.0,348.0,174.0,0
2012-02-29,Codazzi,17009.98,17350.18,3503.05,3573.11,175.15,182.16,20.59,21.09,525.46,542.97,217.19,224.19,41.0,2.56,0.12,0.05,1050.91,525.0,350.0,175.0,0
2012-03-31,Codazzi,19658.03,20051.19,4009.22,4089.4,200.46,208.48,20.39,20.89,601.38,621.43,248.57,256.59,41.0,2.54,0.12,0.05,1202.76,601.0,401.0,200.0,0
2012-04-30,Codazzi,19303.95,19690.03,4104.76,4186.86,205.24,213.45,21.26,21.76,615.71,636.24,254.5,262.7,41.0,2.63,0.13,0.05,1231.43,616.0,410.0,205.0,0
2012-05-31,Codazzi,19707.23,20101.37,4614.8,4707.1,230.74,239.97,23.42,23.92,692.22,715.29,286.12,295.35,41.0,2.84,0.14,0.06,1384.44,692.0,461.0,231.0,0
2012-06-30,Codazzi,23515.91,23986.23,5621.57,5734.0,281.08,292.32,23.91,24.41,843.24,871.34,348.54,359.78,41.0,2.89,0.14,0.06,1686.47,843.0,562.0,281.0,0
2012-07-31,Codazzi,27507.1,28057.25,6686.62,6820.35,334.33,347.7,24.31,24.81,1002.99,1036.43,414.57,427.94,41.0,2.93,0.14,0.06,2005.99,1003.0,669.0,334.0,0
2012-08-31,Codazzi,26048.01,26568.97,6004.19,6124.27,300.21,312.22,23.05,23.55,900.63,930.65,372.26,384.27,41.0,2.81,0.14,0.06,1801.26,901.0,600.0,300.0,0
2012-09-30,Codazzi,25445.6,25954.51,5965.32,6084.62,298.27,310.2,23.44,23.94,894.8,924.62,369.85,381.78,41.0,2.84,0.14,0.06,1789.6,895.0,597.0,298.0,0
2012-10-31,Codazzi,25500.65,26010.66,6081.82,6203.46,304.09,316.25,23.85,24.35,912.27,942.68,377.07,389.24,41.0,2.88,0.14,0.06,1824.55,912.0,608.0,304.0,0
2012-11-30,Codazzi,21301.69,21727.72,5128.2,5230.77,256.41,266.67,24.07,24.57,769.23,794.87,317.95,328.21,41.0,2.91,0.14,0.06,1538.46,769.0,513.0,256.0,0
2012-12-31,Codazzi,18562.92,18934.18,4286.44,4372.16,214.32,222.89,23.09,23.59,642.97,664.4,265.76,274.33,41.0,2.81,0.14,0.06,1285.93,643.0,429.0,214.0,0
2013-01-31,Codazzi,21483.48,21913.15,4814.3,4910.59,240.72,250.34,22.41,22.91,722.15,746.22,298.49,308.12,41.0,2.74,0.13,0.05,1444.29,722.0,481.0,241.0,0
2013-02-28,Codazzi,15817.66,16134.02,3476.74,3546.28,173.84,180.79,21.98,22.48,521.51,538.9,215.56,222.51,41.0,2.7,0.13,0.05,1043.02,522.0,348.0,174.0,0
2013-03-31,Codazzi,21636.91,22069.64,4684.04,4777.72,234.2,243.57,21.65,22.15,702.61,726.03,290.41,299.78,41.0,2.66,0.13,0.05,1405.21,703.0,468.0,234.0,0
2013-04-30,Codazzi,21233.94,21658.62,4768.58,4863.95,238.43,247.97,22.46,22.96,715.29,739.13,295.65,305.19,41.0,2.75,0.13,0.05,1430.57,715.0,477.0,238.0,0
2013-05-31,Codazzi,21599.38,22031.37,4990.1,5089.91,249.51,259.49,23.1,23.6,748.52,773.47,309.39,319.37,41.0,2.81,0.14,0.06,1497.03,749.0,499.0,250.0,0
2013-06-30,Codazzi,16779.71,17115.3,4031.47,4112.1,201.57,209.64,24.03,24.53,604.72,624.88,249.95,258.01,41.0,2.9,0.14,0.06,1209.44,605.0,403.0,202.0,0
2013-07-31,Codazzi,12202.13,12446.17,2748.01,2802.97,137.4,142.9,22.52,23.02,412.2,425.94,170.38,175.87,41.0,2.75,0.13,0.06,824.4,412.0,275.0,137.0,0
2013-08-31,Codazzi,27345.45,27892.36,6193.05,6316.91,309.65,322.04,22.65,23.15,928.96,959.92,383.97,396.36,41.0,2.76,0.13,0.06,1857.91,929.0,619.0,310.0,0
2013-09-30,Codazzi,26888.1,27425.86,6185.76,6309.48,309.29,321.66,23.01,23.51,927.86,958.79,383.52,395.89,41.0,2.8,0.14,0.06,1855.73,928.0,619.0,309.0,0
2013-10-31,Codazzi,28095.62,28657.53,6701.09,6835.11,335.05,348.46,23.85,24.35,1005.16,1038.67,415.47,428.87,41.0,2.89,0.14,0.06,2010.33,1005.0,670.0,335.0,0
2013-11-30,Codazzi,23143.51,23606.38,5494.62,5604.51,274.73,285.72,23.74,24.24,824.19,851.67,340.67,351.66,41.0,2.87,0.14,0.06,1648.39,824.0,549.0,275.0,0
2013-12-31,Codazzi,22042.45,22483.3,5061.56,5162.79,253.08,263.2,22.96,23.46,759.23,784.54,313.82,323.94,41.0,2.8,0.13,0.06,1518.47,759.0,506.0,253.0,0
2014-01-31,Codazzi,24772.81,25268.27,5612.4,5724.65,280.62,291.84,22.66,23.16,841.86,869.92,347.97,359.19,41.0,2.77,0.13,0.06,1683.72,842.0,561.0,281.0,0
2014-02-28,Codazzi,24183.98,24667.66,5440.33,5549.14,272.02,282.9,22.5,23.0,816.05,843.25,337.3,348.18,41.0,2.75,0.13,0.05,1632.1,816.0,544.0,272.0,0
2014-03-31,Codazzi,27079.13,27620.71,5958.06,6077.22,297.9,309.82,22.0,22.5,893.71,923.5,369.4,381.32,41.0,2.7,0.13,0.05,1787.42,894.0,596.0,298.0,0
2014-04-30,Codazzi,23410.11,23878.31,5161.51,5264.74,258.08,268.4,22.05,22.55,774.23,800.03,320.01,330.34,41.0,2.7,0.13,0.05,1548.45,774.0,516.0,258.0,0
2014-05-31,Codazzi,25328.68,25835.25,5913.02,6031.28,295.65,307.48,23.35,23.85,886.95,916.52,366.61,378.43,41.0,2.83,0.14,0.06,1773.91,887.0,591.0,296.0,0
2014-06-30,Codazzi,24549.18,25040.16,6001.55,6121.58,300.08,312.08,24.45,24.95,900.23,930.24,372.1,384.1,41.0,2.94,0.14,0.06,1800.46,900.0,600.0,300.0,0
2014-07-31,Codazzi,23790.9,24266.72,5940.62,6059.43,297.03,308.91,24.97,25.47,891.09,920.8,368.32,380.2,41.0,3.0,0.14,0.06,1782.19,891.0,594.0,297.0,0
2014-08-31,Codazzi,29062.7,29643.96,6361.5,6488.73,318.07,330.8,21.89,22.39,954.22,986.03,394.41,407.14,41.0,2.69,0.13,0.05,1908.45,954.0,636.0,318.0,0
2014-09-30,Codazzi,24666.75,25160.08,5527.51,5638.06,276.38,287.43,22.41,22.91,829.13,856.76,342.71,353.76,41.0,2.74,0.13,0.05,1658.25,829.0,553.0,276.0,0
2014-10-31,Codazzi,23403.14,23871.2,5435.08,5543.79,271.75,282.62,23.22,23.72,815.26,842.44,336.98,347.85,41.0,2.82,0.14,0.06,1630.53,815.0,544.0,272.0,0
2014-11-30,Codazzi,19369.61,19757.0,4602.66,4694.72,230.13,239.34,23.76,24.26,690.4,713.41,285.37,294.57,41.0,2.88,0.14,0.06,1380.8,690.0,460.0,230.0,0
2014-12-31,Codazzi,16347.87,16674.83,3825.88,3902.39,191.29,198.95,23.4,23.9,573.88,593.01,237.2,244.86,41.0,2.84,0.14,0.06,1147.76,574.0,383.0,191.0,0
2015-01-31,Codazzi,17918.26,18276.63,4007.08,4087.23,200.35,208.37,22.36,22.86,601.06,621.1,248.44,256.45,41.0,2.74,0.13,0.05,1202.13,601.0,401.0,200.0,0
2015-02-28,Codazzi,19196.7,19580.63,4223.07,4307.53,211.15,219.6,22.0,22.5,633.46,654.58,261.83,270.28,41.0,2.7,0.13,0.05,1266.92,633.0,422.0,211.0,0
2015-03-31,Codazzi,24986.24,25485.96,5640.9,5753.71,282.04,293.33,22.58,23.08,846.13,874.34,349.74,361.02,41.0,2.76,0.13,0.06,1692.27,846.0,564.0,282.0,0
2015-04-30,Codazzi,23053.8,23514.88,5264.02,5369.3,263.2,273.73,22.83,23.33,789.6,815.92,326.37,336.9,41.0,2.78,0.13,0.06,1579.2,790.0,526.0,263.0,0
2015-05-31,Codazzi,23098.69,23560.66,5202.31,5306.35,260.12,270.52,22.52,23.02,780.35,806.36,322.54,332.95,41.0,2.75,0.13,0.06,1560.69,780.0,520.0,260.0,0
2015-06-30,Codazzi,25465.49,25974.8,5853.18,5970.24,292.66,304.37,22.98,23.48,877.98,907.24,362.9,374.6,41.0,2.8,0.13,0.06,1755.95,878.0,585.0,293.0,0
2015-07-31,Codazzi,26380.7,26908.31,5909.01,6027.19,295.45,307.27,22.4,22.9,886.35,915.9,366.36,378.18,41.0,2.74,0.13,0.05,1772.7,886.0,591.0,295.0,0
2015-08-31,Codazzi,26899.18,27437.16,5980.81,6100.42,299.04,311.0,22.23,22.73,897.12,927.02,370.81,382.77,41.0,2.72,0.13,0.05,1794.24,897.0,598.0,299.0,0
2015-09-30,Codazzi,26402.3,26930.35,6268.81,6394.19,313.44,325.98,23.74,24.24,940.32,971.67,388.67,401.2,41.0,2.87,0.14,0.06,1880.64,940.0,627.0,313.0,0
2015-10-31,Codazzi,27166.13,27709.45,6659.72,6792.91,332.99,346.31,24.51,25.01,998.96,1032.26,412.9,426.22,41.0,2.95,0.14,0.06,1997.92,999.0,666.0,333.0,0
2015-11-30,Codazzi,26197.85,26721.81,6424.15,6552.63,321.21,334.06,24.52,25.02,963.62,995.74,398.3,411.15,41.0,2.95,0.14,0.06,1927.25,964.0,642.0,321.0,0
2015-12-31,Codazzi,16507.9,16838.06,4095.47,4177.38,204.77,212.96,24.81,25.31,614.32,634.8,253.92,262.11,41.0,2.98,0.14,0.06,1228.64,614.0,410.0,205.0,0
2016-01-31,Codazzi,15864.1,16181.38,3837.52,3914.27,191.88,199.55,24.19,24.69,575.63,594.81,237.93,245.6,41.0,2.92,0.14,0.06,1151.25,576.0,384.0,192.0,0
2016-02-29,Codazzi,12515.0,12765.3,2904.27,2962.35,145.21,151.02,23.21,23.71,435.64,450.16,180.06,185.87,41.0,2.82,0.14,0.06,871.28,436.0,290.0,145.0,0
2016-03-31,Codazzi,12863.87,13121.15,2843.0,2899.86,142.15,147.84,22.1,22.6,426.45,440.67,176.27,181.95,41.0,2.71,0.13,0.05,852.9,426.0,284.0,142.0,0
2016-04-30,Codazzi,16826.07,17162.59,3604.95,3677.05,180.25,187.46,21.42,21.92,540.74,558.77,223.51,230.72,41.0,2.64,0.13,0.05,1081.48,541.0,360.0,180.0,0
2016-05-31,Codazzi,16951.54,17290.57,3889.28,3967.06,194.46,202.24,22.94,23.44,583.39,602.84,241.14,248.91,41.0,2.79,0.13,0.06,1166.78,583.0,389.0,194.0,0
2016-06-30,Codazzi,20872.88,21290.33,4970.23,5069.63,248.51,258.45,23.81,24.31,745.53,770.39,308.15,318.09,41.0,2.88,0.14,0.06,1491.07,746.0,497.0,249.0,0
2016-07-31,Codazzi,17419.06,17767.44,4099.09,4181.07,204.95,213.15,23.53,24.03,614.86,635.36,254.14,262.34,41.0,2.85,0.14,0.06,1229.73,615.0,410.0,205.0,0
2016-08-31,Codazzi,25812.0,26328.24,5893.9,6011.77,294.69,306.48,22.83,23.33,884.08,913.55,365.42,377.21,41.0,2.78,0.13,0.06,1768.17,884.0,589.0,295.0,0
2016-09-30,Codazzi,21387.7,21815.45,4951.48,5050.51,247.57,257.48,23.15,23.65,742.72,767.48,306.99,316.89,41.0,2.82,0.14,0.06,1485.44,743.0,495.0,248.0,0
2016-10-31,Codazzi,23551.69,24022.72,5419.22,5527.61,270.96,281.8,23.01,23.51,812.88,839.98,335.99,346.83,41.0,2.8,0.14,0.06,1625.77,813.0,542.0,271.0,0
2016-11-30,Codazzi,22246.15,22691.07,5272.41,5377.86,263.62,274.17,23.7,24.2,790.86,817.22,326.89,337.43,41.0,2.87,0.14,0.06,1581.72,791.0,527.0,264.0,0
2016-12-31,Codazzi,21280.0,21705.6,5016.82,5117.15,250.84,260.87,23.58,24.08,752.52,777.61,311.04,321.08,41.0,2.86,0.14,0.06,1505.05,753.0,502.0,251.0,0
2017-01-31,Codazzi,21761.0,22196.22,5048.68,5149.65,252.43,262.53,23.2,23.7,757.3,782.54,313.02,323.12,41.0,2.82,0.14,0.06,1514.6,757.0,505.0,252.0,0
2017-02-28,Codazzi,24902.7,25400.75,5505.32,5615.42,275.27,286.28,22.11,22.61,825.8,853.32,341.33,352.34,41.0,2.71,0.13,0.05,1651.6,826.0,551.0,275.0,0
2017-03-31,Codazzi,26386.3,26914.03,5688.6,5802.38,284.43,295.81,21.56,22.06,853.29,881.73,352.69,364.07,41.0,2.66,0.13,0.05,1706.58,853.0,569.0,284.0,0
2017-04-30,Codazzi,23766.3,24241.63,5299.58,5405.57,264.98,275.58,22.3,22.8,794.94,821.43,328.57,339.17,41.0,2.73,0.13,0.05,1589.87,795.0,530.0,265.0,0
2017-05-31,Codazzi,24732.0,25226.64,5593.63,5705.51,279.68,290.87,22.62,23.12,839.04,867.01,346.81,357.99,41.0,2.76,0.13,0.06,1678.09,839.0,559.0,280.0,0
2017-06-30,Codazzi,17911.86,18270.1,4001.91,4081.95,200.1,208.1,22.34,22.84,600.29,620.3,248.12,256.12,41.0,2.73,0.13,0.05,1200.57,600.0,400.0,200.0,0
2017-07-31,Codazzi,27485.5,28035.21,6445.6,6574.51,322.28,335.17,23.45,23.95,966.84,999.07,399.63,412.52,41.0,2.85,0.14,0.06,1933.68,967.0,645.0,322.0,0
2017-08-31,Codazzi,23572.51,24043.96,5457.39,5566.54,272.87,283.78,23.15,23.65,818.61,845.9,338.36,349.27,41.0,2.82,0.14,0.06,1637.22,819.0,546.0,273.0,0
2017-09-30,Codazzi,25081.99,25583.63,5731.56,5846.19,286.58,298.04,22.85,23.35,859.73,888.39,355.36,366.82,41.0,2.79,0.13,0.06,1719.47,860.0,573.0,287.0,0
2017-10-31,Codazzi,20636.5,21049.23,4832.92,4929.58,241.65,251.31,23.42,23.92,724.94,749.1,299.64,309.31,41.0,2.84,0.14,0.06,1449.88,725.0,483.0,242.0,0
2017-11-30,Codazzi,17905.24,18263.34,4125.48,4207.99,206.27,214.53,23.04,23.54,618.82,639.45,255.78,264.03,41.0,2.8,0.14,0.06,1237.64,619.0,413.0,206.0,0
2017-12-31,Codazzi,18606.47,18978.6,4288.59,4374.36,214.43,223.01,23.05,23.55,643.29,664.73,265.89,274.47,41.0,2.8,0.14,0.06,1286.58,643.0,429.0,214.0,0
2018-01-31,Codazzi,19898.28,20296.25,4324.17,4410.65,216.21,224.86,21.73,22.23,648.63,670.25,268.1,276.75,41.0,2.67,0.13,0.05,1297.25,649.0,432.0,216.0,0
2018-02-28,Codazzi,23331.57,23798.2,5129.57,5232.17,256.48,266.74,21.99,22.49,769.44,795.08,318.03,328.29,41.0,2.7,0.13,0.05,1538.87,769.0,513.0,256.0,0
2018-03-31,Codazzi,27255.57,27800.68,5525.87,5636.38,276.29,287.35,20.27,20.77,828.88,856.51,342.6,353.66,41.0,2.53,0.12,0.05,1657.76,829.0,553.0,276.0,0
2018-04-30,Codazzi,25001.88,25501.92,5232.48,5337.13,261.62,272.09,20.93,21.43,784.87,811.03,324.41,334.88,41.0,2.59,0.12,0.05,1569.74,785.0,523.0,262.0,0
2018-05-31,Codazzi,24048.96,24529.94,5422.48,5530.93,271.12,281.97,22.55,23.05,813.37,840.49,336.19,347.04,41.0,2.75,0.13,0.06,1626.75,813.0,542.0,271.0,0
2018-06-30,Codazzi,23206.22,23670.35,5583.71,5695.39,279.19,290.35,24.06,24.56,837.56,865.48,346.19,357.36,41.0,2.91,0.14,0.06,1675.11,838.0,558.0,279.0,0
2018-07-31,Codazzi,26689.91,27223.71,6410.45,6538.65,320.52,333.34,24.02,24.52,961.57,993.62,397.45,410.27,41.0,2.9,0.14,0.06,1923.13,962.0,641.0,321.0,0
2018-08-31,Codazzi,26639.6,27172.39,6069.88,6191.27,303.49,315.63,22.79,23.29,910.48,940.83,376.33,388.47,41.0,2.78,0.13,0.06,1820.96,910.0,607.0,303.0,0
2018-09-30,Codazzi,24995.6,25495.51,5505.43,5615.54,275.27,286.28,22.03,22.53,825.81,853.34,341.34,352.35,41.0,2.7,0.13,0.05,1651.63,826.0,551.0,275.0,0
2018-10-31,Codazzi,26439.63,26968.42,5856.48,5973.61,292.82,304.54,22.15,22.65,878.47,907.75,363.1,374.81,41.0,2.72,0.13,0.05,1756.94,878.0,586.0,293.0,0
2018-11-30,Codazzi,24586.8,25078.54,5475.04,5584.54,273.75,284.7,22.27,22.77,821.26,848.63,339.45,350.4,41.0,2.73,0.13,0.05,1642.51,821.0,548.0,274.0,0
2018-12-31,Codazzi,7831.6,7988.23,1763.18,1798.44,88.16,91.69,22.51,23.01,264.48,273.29,109.32,112.84,41.0,2.75,0.13,0.06,528.95,264.0,176.0,88.0,0
2019-01-31,Codazzi,21663.36,22096.63,4540.44,4631.24,227.02,236.1,20.96,21.46,681.07,703.77,281.51,290.59,41.0,2.6,0.12,0.05,1362.13,681.0,454.0,227.0,0
2019-02-28,Codazzi,23447.69,23916.64,5030.09,5130.69,251.5,261.56,21.45,21.95,754.51,779.66,311.87,321.93,41.0,2.65,0.13,0.05,1509.03,755.0,503.0,252.0,0
2019-03-31,Codazzi,25993.19,26513.05,5684.68,5798.37,284.23,295.6,21.87,22.37,852.7,881.13,352.45,363.82,41.0,2.69,0.13,0.05,1705.4,853.0,568.0,284.0,0
2019-04-30,Codazzi,18626.21,18998.73,3980.46,4060.07,199.02,206.98,21.37,21.87,597.07,616.97,246.79,254.75,41.0,2.64,0.13,0.05,1194.14,597.0,398.0,199.0,0
2019-05-31,Codazzi,18686.71,19060.45,4063.57,4144.84,203.18,211.31,21.75,22.25,609.54,629.85,251.94,260.07,41.0,2.67,0.13,0.05,1219.07,610.0,406.0,203.0,0
2019-06-30,Codazzi,18748.0,19122.96,4380.87,4468.49,219.04,227.81,23.37,23.87,657.13,679.04,271.61,280.38,41.0,2.84,0.14,0.06,1314.26,657.0,438.0,219.0,0
2019-07-31,Codazzi,21666.42,22099.75,4995.5,5095.41,249.77,259.77,23.06,23.56,749.32,774.3,309.72,319.71,41.0,2.81,0.14,0.06,1498.65,749.0,500.0,250.0,0
2019-08-31,Codazzi,20801.35,21217.38,4555.94,4647.06,227.8,236.91,21.9,22.4,683.39,706.17,282.47,291.58,41.0,2.69,0.13,0.05,1366.78,683.0,456.0,228.0,0
2019-09-30,Codazzi,24250.8,24735.82,5150.63,5253.64,257.53,267.83,21.24,21.74,772.59,798.35,319.34,329.64,41.0,2.62,0.13,0.05,1545.19,773.0,515.0,258.0,0
2019-10-31,Codazzi,21816.96,22253.3,4852.02,4949.06,242.6,252.3,22.24,22.74,727.8,752.06,300.82,310.53,41.0,2.72,0.13,0.05,1455.6,728.0,485.0,243.0,0
2019-11-30,Codazzi,19225.92,19610.44,4176.02,4259.54,208.8,217.15,21.72,22.22,626.4,647.28,258.91,267.27,41.0,2.67,0.13,0.05,1252.81,626.0,418.0,209.0,0
2019-12-31,Codazzi,21265.78,21691.1,4663.45,4756.72,233.17,242.5,21.93,22.43,699.52,722.84,289.13,298.46,41.0,2.69,0.13,0.05,1399.04,700.0,466.0,233.0,0
2020-01-31,Codazzi,20919.42,21337.81,4420.85,4509.27,221.04,229.88,21.13,21.63,663.13,685.23,274.09,282.93,41.0,2.61,0.13,0.05,1326.26,663.0,442.0,221.0,0
2020-02-29,Codazzi,24303.25,24789.31,5166.58,5269.91,258.33,268.66,21.26,21.76,774.99,800.82,320.33,330.66,41.0,2.63,0.13,0.05,1549.97,775.0,517.0,258.0,0
2020-03-31,Codazzi,25795.94,26311.86,5320.14,5426.54,266.01,276.65,20.62,21.12,798.02,824.62,329.85,340.49,41.0,2.56,0.12,0.05,1596.04,798.0,532.0,266.0,0
2020-04-30,Codazzi,22651.7,23104.73,4596.92,4688.86,229.85,239.04,20.29,20.79,689.54,712.52,285.01,294.2,41.0,2.53,0.12,0.05,1379.08,690.0,460.0,230.0,0
2020-05-31,Codazzi,15916.66,16234.99,3223.0,3287.46,161.15,167.6,20.25,20.75,483.45,499.57,199.83,206.27,41.0,2.52,0.12,0.05,966.9,483.0,322.0,161.0,0
2020-06-30,Codazzi,11265.52,11490.83,2501.73,2551.76,125.09,130.09,22.21,22.71,375.26,387.77,155.11,160.11,41.0,2.72,0.13,0.05,750.52,375.0,250.0,125.0,0
2020-07-31,Codazzi,13366.31,13633.64,3052.55,3113.6,152.63,158.73,22.84,23.34,457.88,473.14,189.26,195.36,41.0,2.78,0.13,0.06,915.76,458.0,305.0,153.0,0
2020-08-31,Codazzi,11800.25,12036.26,2678.82,2732.4,133.94,139.3,22.7,23.2,401.82,415.22,166.09,171.44,41.0,2.77,0.13,0.06,803.65,402.0,268.0,134.0,0
2020-09-30,Codazzi,11299.75,11525.75,2501.57,2551.6,125.08,130.08,22.14,22.64,375.24,387.74,155.1,160.1,41.0,2.71,0.13,0.05,750.47,375.0,250.0,125.0,0
2020-10-31,Codazzi,10762.82,10978.08,2383.58,2431.26,119.18,123.95,22.15,22.65,357.54,369.46,147.78,152.55,41.0,2.71,0.13,0.05,715.08,358.0,238.0,119.0,0
2020-11-30,Codazzi,9977.82,10177.37,2174.46,2217.95,108.72,113.07,21.79,22.29,326.17,337.04,134.82,139.17,41.0,2.68,0.13,0.05,652.34,326.0,217.0,109.0,0
2020-12-31,Codazzi,12201.75,12445.78,2582.59,2634.24,129.13,134.29,21.17,21.67,387.39,400.3,160.12,165.29,41.0,2.62,0.13,0.05,774.78,387.0,258.0,129.0,0
2021-01-31,Codazzi,17297.75,17643.71,3660.51,3733.72,183.03,190.35,21.16,21.66,549.08,567.38,226.95,234.27,41.0,2.62,0.13,0.05,1098.15,549.0,366.0,183.0,0
2021-02-28,Codazzi,18273.75,18639.22,3696.17,3770.09,184.81,192.2,20.23,20.73,554.43,572.91,229.16,236.55,41.0,2.52,0.12,0.05,1108.85,554.0,370.0,185.0,0
2021-03-31,Codazzi,23053.25,23514.31,4635.12,4727.83,231.76,241.03,20.11,20.61,695.27,718.44,287.38,296.65,41.0,2.51,0.12,0.05,1390.54,695.0,464.0,232.0,0
2021-04-30,Codazzi,25195.5,25699.41,5051.68,5152.71,252.58,262.69,20.05,20.55,757.75,783.01,313.2,323.31,41.0,2.5,0.12,0.05,1515.5,758.0,505.0,253.0,0
2021-05-31,Codazzi,23611.5,24083.73,5006.48,5106.61,250.32,260.34,21.2,21.7,750.97,776.0,310.4,320.41,41.0,2.62,0.13,0.05,1501.94,751.0,501.0,250.0,0
